id,password,email,campus_id,name,school,limit,role,is_active,is_verified
130,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,blawson@outlook.com,20081946,Brianna Lawson,AUTO,2,STU,True,True
131,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,ssanders@gmail.com,20083264,Sonya R. Sanders,CS,4,STU,True,True
132,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,kbonner@gmail.com,20085511,Kenya Bonner,AUTO,1,STU,True,True
133,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,uwoodard@gmail.com,20081189,Ursula Woodard,CE,0,STU,True,True
134,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,amathews@cqu.edu.cn,20105214,Ann Mathews,OE,0,STU,True,True
135,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jweber@cqu.edu.cn,20082629,Jeri Weber,AUTO,5,STU,True,True
136,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,cpatton@gmail.com,20184455,Christopher Patton,OE,4,STU,True,True
137,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jherrera@random.org,20154341,Juanita Herrera,CE,2,STU,True,True
138,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,avinson@cqu.edu.cn,20121973,Alexandra M. Vinson,OE,1,STU,True,True
139,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,hmathis@cqu.edu.cn,20095590,Hilda Mathis,CE,4,STU,True,True
140,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,asexton@random.org,20132787,Armando E. Sexton,CS,2,STU,True,True
141,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,pbutler@gmail.com,20175432,Pedro Butler,OE,4,STU,True,True
142,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,kpaul@random.org,20022427,Krystal Paul,AUTO,2,STU,True,True
143,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,nsalazar@gmail.com,20092312,Nettie Salazar,CE,5,STU,True,True
144,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,mklein@random.org,20084459,Maggie Klein,AUTO,1,STU,True,True
145,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jholmes@somesite.net,20144551,Jorge Holmes,AUTO,0,STU,True,True
146,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,lwashington@gmail.com,20013461,Lawrence Washington,CS,1,STU,True,True
147,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,nmacias@random.org,20077251,Nikki Macias,SE,0,STU,True,True
148,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,lchandler@outlook.com,20192059,Lucia Chandler,OE,2,STU,True,True
149,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,nnicholson@outlook.com,20005820,Noelle Nicholson,CE,0,STU,True,True
150,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,kvasquez@somesite.net,20033713,Kim Vasquez,CS,0,VIS,True,False
151,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jsavage@cqu.edu.cn,20134113,Juliette Savage,SE,5,VIS,True,False
152,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jhester@outlook.com,20122567,Jose L. Hester,CE,2,VIS,True,False
153,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,mlane@outlook.com,20132041,Milton Lane,CE,0,VIS,True,False
154,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,lball@outlook.com,20058822,Leta Ball,CS,4,VIS,True,False
155,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,bchristensen@somesite.net,20044962,Bernadine Christensen,CS,1,VIS,True,False
156,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jdotson@gmail.com,20004286,Jeff Dotson,CS,1,VIS,True,False
157,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,cmills@outlook.com,20143522,Carolina Mills,OE,1,VIS,True,False
158,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,mgraves@random.org,20201778,Margret Graves,SE,2,VIS,True,False
159,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,sruiz@cqu.edu.cn,20067139,Samantha Ruiz,AUTO,0,VIS,True,False
160,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,ktate@gmail.com,20164617,Katharine Tate,CS,0,VIS,True,False
161,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,ibird@cqu.edu.cn,20023452,Inez Bird,CS,0,VIS,True,False
162,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,vwhitehead@somesite.net,20117549,Vivian Whitehead,CE,3,VIS,True,False
163,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,ckeith@gmail.com,20204305,Caroline Keith,OE,1,VIS,True,False
164,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,kbeasley@outlook.com,20068533,Karla Beasley,OE,4,VIS,True,False
165,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,njoyce@gmail.com,20158886,Nelda Joyce,OE,2,VIS,True,False
166,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,croberson@gmail.com,20002474,Cecelia Roberson,SE,2,VIS,True,False
167,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,sbolton@cqu.edu.cn,20015380,Shannon Bolton,OE,0,VIS,True,False
168,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,lforbes@gmail.com,20161557,Lacy Forbes,AUTO,0,VIS,True,False
169,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,fcalhoun@cqu.edu.cn,20127832,Franklin Calhoun,SE,1,VIS,True,False
170,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,mfarrell@gmail.com,20107365,Miriam Farrell,CE,0,VIS,True,False
171,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,ablevins@outlook.com,20157374,Antonio Blevins,CS,5,VIS,True,False
172,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,aballard@gmail.com,20032380,Amalia Ballard,CE,4,VIS,True,False
173,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,rmadden@cqu.edu.cn,20071569,Rosanna Madden,AUTO,4,VIS,True,False
174,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,mbowen@gmail.com,20034323,Mable Bowen,CE,5,VIS,True,False
175,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,eglenn@cqu.edu.cn,20034585,Etta I. Glenn,AUTO,2,VIS,True,False
176,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,lvang@gmail.com,20203673,Lola Vang,OE,4,VIS,True,False
177,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,jdavis@random.org,20027411,Jerry Davis,CE,3,VIS,True,False
178,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,pwatkins@somesite.net,20093616,Patti Watkins,CE,4,VIS,True,False
179,pbkdf2_sha256$180000$NgmVkPjQVft1$gjw0B44I/q1HrvHpWGg0kmH8XswGWtsvW8ZwlaKEIdg=,vbryant@somesite.net,20169678,Virginia Bryant,SE,3,VIS,True,False
